date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2023-12-07,36.19495585309439,33.737729115018176,38.51384632406099,SKU_2516
2023-12-08,52.77055500868213,50.381260738696604,55.35834375315192,SKU_2516
2023-12-09,25.931596821705483,23.50888768693014,28.42654259076128,SKU_2516
2023-12-10,29.895087925592666,27.343266430390123,32.3508712857997,SKU_2516
2023-12-11,64.66456264743111,62.28033899888796,67.05908055175026,SKU_2516
2023-12-12,20.035440831855787,17.570898216832443,22.304782559607006,SKU_2516
2023-12-13,20.132337814052924,17.666725328653456,22.764598849083857,SKU_2516
2023-12-14,36.58142089669701,33.97067161742654,38.99192354451769,SKU_2516
2023-12-15,53.15702005233486,50.82785266850011,55.688432887737,SKU_2516
2023-12-16,26.318061865326534,23.943250356640743,28.681663141015488,SKU_2516
2023-12-17,30.281552969094744,27.805465768974994,32.61992749315534,SKU_2516
2023-12-18,65.05102769108665,62.61950322460241,67.53318234983425,SKU_2516
2023-12-19,20.421905875439727,18.045923330877375,23.020140066417138,SKU_2516
2023-12-20,20.518802857699185,17.89259225968339,22.96887511894306,SKU_2516
2023-12-21,36.96788594035014,34.49765712956037,39.46161386997682,SKU_2516
2023-12-22,53.54348509598758,51.03630995078202,55.925826405596254,SKU_2516
2023-12-23,26.704526908880865,24.33806549468311,29.25420251567554,SKU_2516
2023-12-24,30.668018012722058,28.192066546670937,32.88893523419686,SKU_2516
2023-12-25,65.4374927346768,62.936472366189015,67.90275766220672,SKU_2516
2023-12-26,20.80837091903113,18.509441633256422,23.211845263460997,SKU_2516
2023-12-27,20.905267901319483,18.326491368075292,23.3278717535257,SKU_2516
2023-12-28,37.35435098386837,35.0667681516955,39.67173701244876,SKU_2516
2023-12-29,53.92995013951017,51.41577799779302,56.30888110172277,SKU_2516
2023-12-30,27.090991952568658,24.691801032274746,29.717219997983836,SKU_2516
2023-12-31,31.054483056404553,28.680323360431252,33.555191897327695,SKU_2516
2024-01-01,65.82395777829964,63.30177266683365,68.23652864169841,SKU_2516
2024-01-02,21.194835962776416,18.665224590166275,23.633047886240526,SKU_2516
2024-01-03,21.291732944965744,18.727329056362663,23.77181796305129,SKU_2516
2023-12-24,-15.641987330333972,-21.822568681696616,-9.834228427358155,SKU_1262
2023-12-25,-43.92221022556278,-50.64240449345522,-37.59604712298691,SKU_1262
2023-12-26,18.369812186318526,11.401104952494425,24.709890947019346,SKU_1262
2023-12-27,3.988801749350804,-2.543636334275572,10.63342795006465,SKU_1262
2023-12-28,-18.416705776626035,-24.963061113486468,-11.950111590601972,SKU_1262
2023-12-29,8.555465607014964,2.3015198215638146,14.671842669746978,SKU_1262
2023-12-30,11.749670248149325,5.4707082167446766,18.191483628607426,SKU_1262
2023-12-31,-15.651147724860522,-22.067652564645073,-9.5795517620297,SKU_1262
2024-01-01,-43.931370620014306,-50.02834169588729,-37.68354019440978,SKU_1262
2024-01-02,18.36065179171775,11.701749151276788,24.715114752629265,SKU_1262
2024-01-03,3.979641354801206,-2.816936119606862,10.558817505066749,SKU_1262
2024-01-04,-18.42586617112351,-24.52471743182827,-11.768786294683363,SKU_1262
2024-01-05,8.546305212491953,2.0882974006177597,15.422330440819945,SKU_1262
2024-01-06,11.740509853693704,4.972785856842553,18.307138689305564,SKU_1262
2024-01-07,-15.660308119366313,-21.994805132535674,-9.202952763725898,SKU_1262
2024-01-08,-43.94053101459321,-50.88675055569597,-37.64732006018301,SKU_1262
2024-01-09,18.35149139725645,11.900696323923666,24.934576342985217,SKU_1262
2024-01-10,3.970480960377504,-1.7663469772301166,10.192464430055805,SKU_1262
2024-01-11,-18.435026565548803,-24.837853524068944,-12.052897364563139,SKU_1262
2024-01-12,8.537144817991313,2.206271305596466,14.638894351329045,SKU_1262
2024-01-13,11.731349459277755,4.717586622424861,18.30480354091303,SKU_1262
2024-01-14,-15.669468513892866,-21.9545741194345,-9.150684885170046,SKU_1262
2024-01-15,-43.949691409044725,-50.23783345538855,-37.346736533487984,SKU_1262
2024-01-16,18.342331002795152,12.488970773477211,24.83514014550087,SKU_1262
2024-01-17,3.9613205658279096,-2.568437302401944,10.528158129035582,SKU_1262
2024-01-18,-18.444186960046274,-24.466051030489275,-11.488197887079055,SKU_1262
2024-01-19,8.527984423490674,2.6593830498568956,14.850193242608805,SKU_1262
2024-01-20,11.722189064773364,5.609044004429505,18.403991531325964,SKU_1262
2023-12-18,-3.69768144512957,-13.888877993277472,5.994802769940343,SKU_7828
2023-12-19,-43.58101830866664,-54.25614055479562,-32.86278190677283,SKU_7828
2023-12-20,-14.984890660182186,-24.858150172801167,-4.122257216368725,SKU_7828
2023-12-21,13.050815287121635,2.9601290598561563,23.803734932427425,SKU_7828
2023-12-22,-43.83639682100319,-54.243500338122146,-33.57882610078927,SKU_7828
2023-12-23,0.12282997428221343,-9.906089568659715,10.476862821319548,SKU_7828
2023-12-24,11.257000983597456,0.7673663197340268,21.842168156679964,SKU_7828
2023-12-25,-4.293448285761459,-15.21632488101962,5.690578050750408,SKU_7828
2023-12-26,-44.17678514940226,-54.08832286815802,-32.87686045468616,SKU_7828
2023-12-27,-15.580657500833205,-25.915464066103702,-5.26431298193197,SKU_7828
2023-12-28,12.455048446553512,2.1875097518764846,22.897667351246238,SKU_7828
2023-12-29,-44.432163661710256,-55.777614116303326,-33.63824551780871,SKU_7828
2023-12-30,-0.4729368663679523,-10.53911459405192,10.244237375105646,SKU_7828
2023-12-31,10.661234142893598,0.22779593949701127,20.515953471905643,SKU_7828
2024-01-01,-4.88921512648359,-15.42809764246611,4.895436066365039,SKU_7828
2024-01-02,-44.77255199005639,-54.77428708819957,-34.32175857932779,SKU_7828
2024-01-03,-16.17642434139104,-26.645349387001016,-5.038584175336081,SKU_7828
2024-01-04,11.85928160589069,1.1643153580482166,22.23324177127436,SKU_7828
2024-01-05,-45.02793050233731,-56.036898552825946,-33.973085603812045,SKU_7828
2024-01-06,-1.0687037069794236,-11.315211124628474,9.904133004064724,SKU_7828
2024-01-07,10.065467302250578,-0.42227896739978776,21.155491790968075,SKU_7828
2024-01-08,-5.4849819669804045,-15.595257849358763,4.805261473255577,SKU_7828
2024-01-09,-45.3683188306902,-55.87355473001233,-34.206548453845144,SKU_7828
2024-01-10,-16.772191182135238,-27.483121087000132,-6.397268866219095,SKU_7828
2024-01-11,11.26351476516176,1.3812724976170716,21.615019465218705,SKU_7828
2024-01-12,-45.62369734299247,-55.262812500162724,-34.94594047528867,SKU_7828
2024-01-13,-1.6644705477989419,-11.792845170689157,9.12456981922399,SKU_7828
2024-01-14,9.469700461546731,-0.32213450209159356,20.15333167951815,SKU_7828
2023-11-07,50.74545475312029,47.66726236474943,53.52603004947836,SKU_8083
2023-11-08,50.90025875710866,48.13829467102304,53.74470452870158,SKU_8083
2023-11-09,26.246709170944833,23.401106291276598,29.107535327623633,SKU_8083
2023-11-10,56.2281706360513,53.45185039712095,58.943618486676534,SKU_8083
2023-11-11,83.08444060021552,80.38955784721489,85.89954406067645,SKU_8083
2023-11-12,51.51930273521279,48.72152563051567,54.39803169785208,SKU_8083
2023-11-13,53.71649402510378,50.7193396696187,56.34392466311162,SKU_8083
2023-11-14,51.828941234423866,48.8867904834974,54.84820656386366,SKU_8083
2023-11-15,51.98374523848396,49.09926946413669,54.82518002255588,SKU_8083
2023-11-16,27.330195652256016,24.590123662647603,30.108254130473355,SKU_8083
2023-11-17,57.311657117418456,54.437985081870245,60.193635797536814,SKU_8083
